respondent_id,resp_gender,region,resp_age,education,polid_numeric,party_preference,prez_vote,alt_dv_realestate,alt_dv_foreign_policy,alt_dv_nuclear_policy,alt_dv_labor_policy,alt_dv_social_policy,manipulation_check1,age_attribute,origin,gender_attribute,career,scandal,labor_policy,housing_policy,social_policy,foreign_policy,nuclear_policy,question_profile,chosen,open_text_reason
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,70,Busan,Male,Diplomat,None,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,2.1,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Busan,Female,Civil Rights Activist,Son's military service,Harmony in labor-management relations,Ease real estate tax burden,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,2.2,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Seoul,Female,Diplomat,None,Implement 4.5-day workweek,Increase real estate taxes,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,3.1,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Gwangju,Male,Diplomat,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,3.2,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,70,Gwangju,Female,Businessperson,None,Harmony in labor-management relations,Expansion of public housing,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected,4.1,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Busan,Male,Prosecutor,None,Harmony in labor-management relations,Increase real estate taxes,Prioritize social harmony,Diplomacy centered on national interests,Pursue independent nuclear armament,4.2,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Gwangju,Female,Diplomat,Ancestors pro-Japanese,Implement 4.5-day workweek,Expansion of public housing,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,5.1,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,70,Busan,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected,5.2,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Seoul,Female,Prosecutor,Bribery allegations,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Economic cooperation with North Korea,National interests reflected,6.1,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Gwangju,Male,Civil Rights Activist,Son's military service,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,6.2,1,나의 생각에 좀더 가깝다
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,40,Seoul,Male,Prosecutor,None,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,7.1,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Busan,Female,Diplomat,Son's military service,Flexibility in working hours,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,7.2,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,70,Gwangju,Female,Prosecutor,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Social consensus before law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,8.1,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Gwangju,Female,Businessperson,None,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,National interests reflected,8.2,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,70,Busan,Male,Diplomat,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Prioritize social harmony,Emphasize US-South Korea alliance,National interests reflected,9.1,0,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Busan,Male,Civil Rights Activist,Bribery allegations,Flexibility in working hours,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,9.2,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Busan,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Emphasize US-South Korea alliance,National interests reflected,10.1,1,
R_4qIrNEJetXEIJtH,Female,Chungcheong-Honam,47,High school,4,Democratic Party,Did not vote,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive,55,Gwangju,Female,Businessperson,None,National job guarantee,Increase real estate taxes,Oppose anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,10.2,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Gwangju,Male,Diplomat,None,Implement 4.5-day workweek,Ease real estate tax burden,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,1.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Busan,Female,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,1.2,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Male,Diplomat,Son's military service,National job guarantee,Ease real estate tax burden,Social consensus before law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,2.1,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Seoul,Male,Diplomat,Son's military service,Harmony in labor-management relations,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,2.2,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Gwangju,Male,Diplomat,Son's military service,Implement 4.5-day workweek,Increase real estate taxes,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,3.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Gwangju,Male,Businessperson,Son's military service,Implement 4.5-day workweek,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,3.2,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Female,Businessperson,Bribery allegations,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,4.1,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Busan,Male,Diplomat,None,Harmony in labor-management relations,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,4.2,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Female,Diplomat,Bribery allegations,National job guarantee,Expansion of public housing,Oppose anti-discrimination law,Economic cooperation with North Korea,National interests reflected,5.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Busan,Female,Diplomat,Son's military service,Flexibility in working hours,Expansion of public housing,Social consensus before law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,5.2,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Male,Prosecutor,Bribery allegations,Implement 4.5-day workweek,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,6.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Female,Civil Rights Activist,Ancestors pro-Japanese,Flexibility in working hours,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,6.2,0,내가 중요시하는 요건에 충족된다
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Seoul,Female,Businessperson,Son's military service,National job guarantee,Expansion of public housing,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,7.1,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Female,Businessperson,Bribery allegations,National job guarantee,Expansion of public housing,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,7.2,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Busan,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,8.1,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Female,Diplomat,Son's military service,National job guarantee,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,8.2,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Male,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Economic cooperation with North Korea,National interests reflected,9.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Busan,Female,Diplomat,None,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,9.2,0,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Female,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,10.1,1,
R_4qJcsrqWUHMNRxI,Female,Capital Area,36,University,4,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Busan,Male,Prosecutor,Son's military service,Flexibility in working hours,Increase real estate taxes,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,10.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Busan,Female,Prosecutor,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Pursue independent nuclear armament,1.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Seoul,Male,Prosecutor,Bribery allegations,National job guarantee,Ease real estate tax burden,Oppose anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,1.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Busan,Male,Civil Rights Activist,Son's military service,Implement 4.5-day workweek,Increase real estate taxes,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,2.1,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Male,Businessperson,None,Implement 4.5-day workweek,Expansion of public housing,Social consensus before law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,2.2,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Busan,Female,Prosecutor,Son's military service,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,3.1,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Seoul,Male,Diplomat,Son's military service,Implement 4.5-day workweek,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,National interests reflected,3.2,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Gwangju,Male,Civil Rights Activist,None,Flexibility in working hours,Expansion of public housing,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,4.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Female,Civil Rights Activist,Son's military service,Flexibility in working hours,Ease real estate tax burden,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,4.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Male,Businessperson,Bribery allegations,Flexibility in working hours,Increase real estate taxes,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,5.1,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Male,Civil Rights Activist,Ancestors pro-Japanese,Flexibility in working hours,Overhaul real estate policy,Oppose anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,5.2,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Male,Diplomat,None,Implement 4.5-day workweek,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,6.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Seoul,Male,Civil Rights Activist,Bribery allegations,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,6.2,0,어떤 의혹도 받지 않음으로 청렴할 것 같아서
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Gwangju,Male,Prosecutor,None,Harmony in labor-management relations,Increase real estate taxes,Social consensus before law,Balanced diplomacy between US and China,No deployment of nuclear weapons,7.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Female,Prosecutor,Son's military service,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,7.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Female,Prosecutor,Ancestors pro-Japanese,Harmony in labor-management relations,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,8.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,40,Seoul,Female,Civil Rights Activist,Ancestors pro-Japanese,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,8.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Female,Businessperson,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,9.1,1,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,55,Gwangju,Female,Diplomat,Son's military service,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,9.2,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Seoul,Female,Civil Rights Activist,Son's military service,Flexibility in working hours,Overhaul real estate policy,Prioritize social harmony,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,10.1,0,
R_4qJjaLXK6gjnduh,Male,Capital Area,51,University,8,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Oppose comprehensive anti-discrimination law,Progressive,70,Gwangju,Female,Prosecutor,None,Flexibility in working hours,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,National interests reflected,10.2,1,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Seoul,Male,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,1.1,1,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,40,Gwangju,Female,Businessperson,None,Implement 4.5-day workweek,Increase real estate taxes,Oppose anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,1.2,0,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Gwangju,Male,Diplomat,Ancestors pro-Japanese,Harmony in labor-management relations,Ease real estate tax burden,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,2.1,0,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Gwangju,Male,Prosecutor,Son's military service,Flexibility in working hours,Ease real estate tax burden,Social consensus before law,Diplomacy centered on national interests,National interests reflected,2.2,1,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Seoul,Female,Diplomat,None,National job guarantee,Expansion of public housing,Prioritize social harmony,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,3.1,0,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Busan,Female,Civil Rights Activist,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,3.2,1,
R_4qKRhAejrA8z1KN,Male,Yeongnam,72,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Prioritize social harmony,Conservative,70,Busan,Male,Businessperson,Son's military service,Flexibility in working hours,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,4.1,0,
